brand,brand_id,sku,name,description,category_id,category_name,category_confidence,price_raw,price_currency,base_price_toman,price_is_inquiry,accuracy,size_range,size_label_fa,specifications_json,section_title,source_file,source_row_hint,parse_flags
Dasqua | داسکوا,4,4111-8203,میکرومی خارج صندوق ست — 0-300mm,میکرومی خارج صندوق ست,58,انواع میکرومتر,high,,rial,,false,,0-300mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج صندوق ست,لیست قیمت داسکوا 14050212.pdf,line:609,missing_price
Dasqua | داسکوا,4,4111-8215,میکرومی خارج صندوق ست — 0-150mm,میکرومی خارج صندوق ست,58,انواع میکرومتر,high,,rial,,false,0/01mm,0-150mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج صندوق ست,لیست قیمت داسکوا 14050212.pdf,line:608,missing_price
Dasqua | داسکوا,4,4111-8620,میکرومی دیسیک 3 — 0-125mm,میکرومی دیسیک 3,58,انواع میکرومتر,high,"257,200,000",rial,25720000,false,0/01mm,0-125mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-125mm""}], ""dimensions"": [], ""features"": {}}",میکرومی دیسیک ‪3,لیست قیمت داسکوا 14050212.pdf,line:1279,
Dasqua | داسکوا,4,4111-8625,میکرومی دیسیک 3,میکرومی دیسیک 3,58,انواع میکرومتر,high,"277,600,000",rial,27760000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی دیسیک ‪3,لیست قیمت داسکوا 14050212.pdf,line:1280,
Dasqua | داسکوا,4,4111-8630,میکرومی دیسیک 3 — 0-175mm,میکرومی دیسیک 3,58,انواع میکرومتر,high,"339,400,000",rial,33940000,false,0/01mm,0-175mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-175mm""}], ""dimensions"": [], ""features"": {}}",میکرومی دیسیک ‪3,لیست قیمت داسکوا 14050212.pdf,line:1281,
Dasqua | داسکوا,4,4111-8635,میکرومی دیسیک 7,میکرومی دیسیک 7,58,انواع میکرومتر,high,"359,950,000",rial,35995000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی دیسیک ‪7,لیست قیمت داسکوا 14050212.pdf,line:1283,
Dasqua | داسکوا,4,4111-8640,میکرومی دیسیک 8 — 0-225mm,میکرومی دیسیک 8,58,انواع میکرومتر,high,"555,250,000",rial,55525000,false,0/01mm,0-225mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-225mm""}], ""dimensions"": [], ""features"": {}}",میکرومی دیسیک ‪8,لیست قیمت داسکوا 14050212.pdf,line:1285,
Dasqua | داسکوا,4,4111-8645,میکرومی دیسیک (بدون چرخش) 9,میکرومی دیسیک (بدون چرخش) 9,58,انواع میکرومتر,high,"637,350,000",rial,63735000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی دیسیک (بدون چرخش) ‪9,لیست قیمت داسکوا 14050212.pdf,line:1287,
Dasqua | داسکوا,4,4111-8650,میکرومی دیسیک (بدون چرخش) 10 — 0-275mm,میکرومی دیسیک (بدون چرخش) 10,58,انواع میکرومتر,high,"678,550,000",rial,67855000,false,0/01mm,0-275mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-275mm""}], ""dimensions"": [], ""features"": {}}",میکرومی دیسیک (بدون چرخش) ‪10,لیست قیمت داسکوا 14050212.pdf,line:1289,
Dasqua | داسکوا,4,4111-8655,میکرومی دیسیک (بدون چرخش) 11,میکرومی دیسیک (بدون چرخش) 11,58,انواع میکرومتر,high,"760,800,000",rial,76080000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی دیسیک (بدون چرخش) ‪11,لیست قیمت داسکوا 14050212.pdf,line:1291,
Dasqua | داسکوا,4,4111-9105,میکرومی خارج — 0-25mm,میکرومی خارج,58,انواع میکرومتر,high,"44,500,000",rial,4450000,false,0/001mm,0-25mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج,لیست قیمت داسکوا 14050212.pdf,line:596,
Dasqua | داسکوا,4,4111-9110,میکرومی خارج,میکرومی خارج,58,انواع میکرومتر,high,"53,650,000",rial,5365000,false,0/001mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج,لیست قیمت داسکوا 14050212.pdf,line:597,
Dasqua | داسکوا,4,4111-9120,میکرومی خارج 2,میکرومی خارج 2,58,انواع میکرومتر,high,"92,750,000",rial,9275000,false,0/001mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪2,لیست قیمت داسکوا 14050212.pdf,line:599,
Dasqua | داسکوا,4,4111-9130,میکرومی خارج 3,میکرومی خارج 3,58,انواع میکرومتر,high,"92,750,000",rial,9275000,false,0/001mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪3,لیست قیمت داسکوا 14050212.pdf,line:601,
Dasqua | داسکوا,4,4112-7435,میکرومی خارج 7 — 0-175mm,میکرومی خارج 7,58,انواع میکرومتر,high,"90,600,000",rial,9060000,false,0/01mm,0-175mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-175mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪7,لیست قیمت داسکوا 14050212.pdf,line:572,
Dasqua | داسکوا,4,4112-7440,میکرومی خارج 8,میکرومی خارج 8,58,انواع میکرومتر,high,"96,800,000",rial,9680000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪8,لیست قیمت داسکوا 14050212.pdf,line:574,
Dasqua | داسکوا,4,4112-7445,میکرومی خارج 9 — 0-225mm,میکرومی خارج 9,58,انواع میکرومتر,high,"102,900,000",rial,10290000,false,0/01mm,0-225mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-225mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪9,لیست قیمت داسکوا 14050212.pdf,line:576,
Dasqua | داسکوا,4,4112-7450,میکرومی خارج 11,میکرومی خارج 11,58,انواع میکرومتر,high,"117,350,000",rial,11735000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪11,لیست قیمت داسکوا 14050212.pdf,line:580,
Dasqua | داسکوا,4,4112-7455,میکرومی خارج 13 — 0-275mm,میکرومی خارج 13,58,انواع میکرومتر,high,,rial,,false,0/01mm,0-275mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-275mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪13,لیست قیمت داسکوا 14050212.pdf,line:584,missing_price
Dasqua | داسکوا,4,4112-7460,میکرومی خارج 16,میکرومی خارج 16,58,انواع میکرومتر,high,,rial,,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪16,لیست قیمت داسکوا 14050212.pdf,line:590,missing_price
Dasqua | داسکوا,4,4112-8145,میکرومی خارج 10 — 0-225mm,میکرومی خارج 10,58,انواع میکرومتر,high,"93,650,000",rial,9365000,false,0/01mm,0-225mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-225mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪10,لیست قیمت داسکوا 14050212.pdf,line:578,
Dasqua | داسکوا,4,4112-8150,میکرومی خارج 12,میکرومی خارج 12,58,انواع میکرومتر,high,"117,350,000",rial,11735000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪12,لیست قیمت داسکوا 14050212.pdf,line:582,
Dasqua | داسکوا,4,4112-8155,میکرومی خارج 14 — 0-275mm,میکرومی خارج 14,58,انواع میکرومتر,high,"128,850,000",rial,12885000,false,0/01mm,0-275mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-275mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪14,لیست قیمت داسکوا 14050212.pdf,line:586,
Dasqua | داسکوا,4,4112-8160,میکرومی خارج 15,میکرومی خارج 15,58,انواع میکرومتر,high,"136,000,000",rial,13600000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج ‪15,لیست قیمت داسکوا 14050212.pdf,line:588,
Dasqua | داسکوا,4,4127-0005,/ ی پیچ ( رزوه ) دیجیتال IP65 — 0-25mm/0-1,/ ی پیچ ( رزوه ) دیجیتال IP65,67,انواع گیج,medium,"275,550,000",rial,27555000,false,,0-25mm/0-1,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm/0-1""}], ""dimensions"": [], ""features"": {""IP65"": true, ""دیجیتال"": true}}",‪0/001mm/0/00005 ی پیچ ( رزوه ) دیجیتال ‪IP65,لیست قیمت داسکوا 14050212.pdf,line:1404,
Dasqua | داسکوا,4,4137-4005,/ ی پیچ ( رزوه ) دیجیتال ضد — 0-25mm/0-1,/ ی پیچ ( رزوه ) دیجیتال ضد,67,انواع گیج,medium,"353,800,000",rial,35380000,false,,0-25mm/0-1,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm/0-1""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/001mm/0/00005 ی پیچ ( رزوه ) دیجیتال ضد,لیست قیمت داسکوا 14050212.pdf,line:1395,
Dasqua | داسکوا,4,4146-1005,میکرومی پیچ پراپ 16 — 0-25mm,میکرومی پیچ پراپ 16,58,انواع میکرومتر,high,"411,150,000",rial,41115000,false,,0-25mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm""}], ""dimensions"": [], ""features"": {}}",میکرومی پیچ پراپ ‪16,لیست قیمت داسکوا 14050212.pdf,line:1455,
Dasqua | داسکوا,4,4146-1010,پاسومی خارج میکرومی 1 — 0-1010mm,پاسومی خارج میکرومی 1,58,انواع میکرومتر,high,"483,250,000",rial,48325000,false,,0-1010mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1010mm""}], ""dimensions"": [], ""features"": {}}",پاسومی خارج میکرومی ‪1,لیست قیمت داسکوا 14050212.pdf,line:1459,
Dasqua | داسکوا,4,4146-1015,پاسومی خارج میکرومی 2 — 0-75mm,پاسومی خارج میکرومی 2,58,انواع میکرومتر,high,"616,900,000",rial,61690000,false,,0-75mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-75mm""}], ""dimensions"": [], ""features"": {}}",پاسومی خارج میکرومی ‪2,لیست قیمت داسکوا 14050212.pdf,line:1463,
Dasqua | داسکوا,4,4146-1020,پاسومی خارج میکرومی 3 — 0-1020mm,پاسومی خارج میکرومی 3,58,انواع میکرومتر,high,"692,900,000",rial,69290000,false,,0-1020mm,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1020mm""}], ""dimensions"": [], ""features"": {}}",پاسومی خارج میکرومی ‪3,لیست قیمت داسکوا 14050212.pdf,line:1467,
Dasqua | داسکوا,4,4146-5105,پاسومی خارج میکرومی 4 — 0-25mm,پاسومی خارج میکرومی 4,58,انواع میکرومتر,high,"701,150,000",rial,70115000,false,0/001mm,0-25mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm""}], ""dimensions"": [], ""features"": {}}",پاسومی خارج میکرومی ‪4,لیست قیمت داسکوا 14050212.pdf,line:1475,
Dasqua | داسکوا,4,4210-2103,میکرومی دیجیتال یونیورسال (فک — 0-25mm/0-1,میکرومی دیجیتال یونیورسال (فک,58,انواع میکرومتر,high,"512,050,000",rial,51205000,false,,0-25mm/0-1,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm/0-1""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی دیجیتال یونیورسال (فک,لیست قیمت داسکوا 14050212.pdf,line:1263,
Dasqua | داسکوا,4,4210-2105,میکرومی خارج — 0-25mm/0-1,میکرومی خارج,58,انواع میکرومتر,high,"78,350,000",rial,7835000,false,,0-25mm/0-1,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm/0-1""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج,لیست قیمت داسکوا 14050212.pdf,line:656,
Dasqua | داسکوا,4,4210-2106,میکرومی دیجیتال یونیورسال (فک,میکرومی دیجیتال یونیورسال (فک,58,انواع میکرومتر,high,"534,650,000",rial,53465000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی دیجیتال یونیورسال (فک,لیست قیمت داسکوا 14050212.pdf,line:1266,
Dasqua | داسکوا,4,4210-2110,میکرومی خارج,میکرومی خارج,58,انواع میکرومتر,high,"96,800,000",rial,9680000,false,0/001mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج,لیست قیمت داسکوا 14050212.pdf,line:661,
Dasqua | داسکوا,4,4210-2125,میکرومی خارج — 0-125mm,میکرومی خارج,58,انواع میکرومتر,high,"175,100,000",rial,17510000,false,0/001mm,0-125mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/001mm""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-125mm""}], ""dimensions"": [], ""features"": {}}",میکرومی خارج,لیست قیمت داسکوا 14050212.pdf,line:666,
Dasqua | داسکوا,4,4210-2135,میکرومی خارج دیجیتال با شفت — 0-175mm/6-7,میکرومی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"193,500,000",rial,19350000,false,,0-175mm/6-7,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-175mm/6-7""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:701,
Dasqua | داسکوا,4,4210-2140,میکرومی خارج دیجیتال با شفت,میکرومی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"213,950,000",rial,21395000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:705,
Dasqua | داسکوا,4,4210-2145,میکرومی خارج دیجیتال با شفت — 0-225mm/8-9,میکرومی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"322,850,000",rial,32285000,false,,0-225mm/8-9,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-225mm/8-9""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:709,
Dasqua | داسکوا,4,4210-2150,/ میکرومیی خارج دیجیتال با شفت,/ میکرومیی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"349,650,000",rial,34965000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/001mm/0/00005 میکرومیی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:712,
Dasqua | داسکوا,4,4210-2155,میکرومی خارج دیجیتال با شفت — 0-275mm/10-11,میکرومی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"366,050,000",rial,36605000,false,,0-275mm/10-11,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-275mm/10-11""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:716,
Dasqua | داسکوا,4,4210-2160,میکرومی خارج دیجیتال با شفت,میکرومی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"388,750,000",rial,38875000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:720,
Dasqua | داسکوا,4,4220-2104,میکرومی خارج دیسیک دیجیتال رسی ع حرکت شفت بدون چرخش خروج — 0-25mm/0-1,میکرومی خارج دیسیک دیجیتال رسی ع حرکت شفت بدون چرخش خروج,58,انواع میکرومتر,high,"420,150,000",rial,42015000,false,,0-25mm/0-1,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm/0-1""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیسیک دیجیتال رسی ع حرکت شفت بدون چرخش خروج,لیست قیمت داسکوا 14050212.pdf,line:1316,
Dasqua | داسکوا,4,4220-2108,میکرومی خارج دیسیک دیجیتال رسی ع حرکت شفت بدون چرخش خروج,میکرومی خارج دیسیک دیجیتال رسی ع حرکت شفت بدون چرخش خروج,58,انواع میکرومتر,high,"493,600,000",rial,49360000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیسیک دیجیتال رسی ع حرکت شفت بدون چرخش خروج,لیست قیمت داسکوا 14050212.pdf,line:1319,
Dasqua | داسکوا,4,4220-2109,میکرومی 2 — 0-75mm/2-3,میکرومی 2,58,انواع میکرومتر,high,"534,650,000",rial,53465000,false,,0-75mm/2-3,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-75mm/2-3""}], ""dimensions"": [], ""features"": {}}",میکرومی ‪2,لیست قیمت داسکوا 14050212.pdf,line:1323,
Dasqua | داسکوا,4,4230-2005,میکرومی خارج دیجیتال با شفت — 0-25mm/0-1,میکرومی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"83,600,000",rial,8360000,false,,0-25mm/0-1,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm/0-1""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:679,
Dasqua | داسکوا,4,4230-2010,/ میکرومیی خارج دیجیتال با شفت,/ میکرومیی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"104,150,000",rial,10415000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/001mm/0/00005 میکرومیی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:682,
Dasqua | داسکوا,4,4230-2015,میکرومی خارج دیجیتال با شفت — 0-75mm/2-3,میکرومی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"127,650,000",rial,12765000,false,,0-75mm/2-3,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-75mm/2-3""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:686,
Dasqua | داسکوا,4,4230-2020,میکرومی خارج دیجیتال با شفت,میکرومی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"145,050,000",rial,14505000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:690,
Dasqua | داسکوا,4,4230-2025,میکرومی خارج دیجیتال با شفت — 0-125mm/4-5,میکرومی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"175,100,000",rial,17510000,false,,0-125mm/4-5,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-125mm/4-5""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:694,
Dasqua | داسکوا,4,4230-2030,/ میکرومیی خارج دیجیتال با شفت,/ میکرومیی خارج دیجیتال با شفت,58,انواع میکرومتر,high,"203,850,000",rial,20385000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",‪0/001mm/0/00005 میکرومیی خارج دیجیتال با شفت,لیست قیمت داسکوا 14050212.pdf,line:697,
Dasqua | داسکوا,4,4311-8103,میکرومی داخل سنج لوله ای — 0-63mm,میکرومی داخل سنج لوله ای,58,انواع میکرومتر,high,"136,000,000",rial,13600000,false,0/01,0-63mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-63mm""}], ""dimensions"": [], ""features"": {}}",میکرومی داخل سنج لوله ای,لیست قیمت داسکوا 14050212.pdf,line:876,
Dasqua | داسکوا,4,4311-8105,میکرومی 1,میکرومی 1,58,انواع میکرومتر,high,"94,800,000",rial,9480000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی ‪1,لیست قیمت داسکوا 14050212.pdf,line:921,weak_name
Dasqua | داسکوا,4,4311-8106,میکرومی داخل سنج لوله ای 1 — 0-100mm,میکرومی داخل سنج لوله ای 1,58,انواع میکرومتر,high,"156,450,000",rial,15645000,false,0/01,0-100mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-100mm""}], ""dimensions"": [], ""features"": {}}",میکرومی داخل سنج لوله ای ‪1,لیست قیمت داسکوا 14050212.pdf,line:878,
Dasqua | داسکوا,4,4311-8107,میکرومی داخل سنج لوله ای 2 — 0-150mm,میکرومی داخل سنج لوله ای 2,58,انواع میکرومتر,high,"156,450,000",rial,15645000,false,0/01,0-150mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-150mm""}], ""dimensions"": [], ""features"": {}}",میکرومی داخل سنج لوله ای ‪2,لیست قیمت داسکوا 14050212.pdf,line:880,
Dasqua | داسکوا,4,4311-8109,میکرومی داخل سنج لوله ای 3 — 0-300mm,میکرومی داخل سنج لوله ای 3,58,انواع میکرومتر,high,"199,550,000",rial,19955000,false,0/01,0-300mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-300mm""}], ""dimensions"": [], ""features"": {}}",میکرومی داخل سنج لوله ای ‪3,لیست قیمت داسکوا 14050212.pdf,line:882,
Dasqua | داسکوا,4,4311-8111,میکرومی داخل سنج لوله ای 3 — 0-500mm,میکرومی داخل سنج لوله ای 3,58,انواع میکرومتر,high,"248,900,000",rial,24890000,false,0/01,0-500mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-500mm""}], ""dimensions"": [], ""features"": {}}",میکرومی داخل سنج لوله ای ‪3,لیست قیمت داسکوا 14050212.pdf,line:883,
Dasqua | داسکوا,4,4311-8113,میکرومی داخل سنج لوله ای 5 — 0-600mm,میکرومی داخل سنج لوله ای 5,58,انواع میکرومتر,high,"250,950,000",rial,25095000,false,0/01,0-600mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-600mm""}], ""dimensions"": [], ""features"": {}}",میکرومی داخل سنج لوله ای ‪5,لیست قیمت داسکوا 14050212.pdf,line:885,
Dasqua | داسکوا,4,4311-8118,میکرومی داخل سنج لوله ای 6 — 0-1000mm,میکرومی داخل سنج لوله ای 6,58,انواع میکرومتر,high,"575,750,000",rial,57575000,false,0/01,0-1000mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1000mm""}], ""dimensions"": [], ""features"": {}}",میکرومی داخل سنج لوله ای ‪6,لیست قیمت داسکوا 14050212.pdf,line:887,
Dasqua | داسکوا,4,4311-8119,میکرومی داخل سنج لوله ای 6 — 0-1500mm,میکرومی داخل سنج لوله ای 6,58,انواع میکرومتر,high,"746,400,000",rial,74640000,false,0/01,0-1500mm,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01""}, {""key"": ""بازه اندازه‌گیری"", ""value"": ""0-1500mm""}], ""dimensions"": [], ""features"": {}}",میکرومی داخل سنج لوله ای ‪6,لیست قیمت داسکوا 14050212.pdf,line:888,
Dasqua | داسکوا,4,4311-8120,میکرومی داخل سنج دو فک 4,میکرومی داخل سنج دو فک 4,58,انواع میکرومتر,high,"137,950,000",rial,13795000,false,0/01mm,,,"{""technical_specs"": [{""key"": ""دقت"", ""value"": ""0/01mm""}], ""dimensions"": [], ""features"": {}}",میکرومی داخل سنج دو فک ‪4,لیست قیمت داسکوا 14050212.pdf,line:927,
Dasqua | داسکوا,4,4320-2005,میکرومی دیسیک دیجیتال — 0-25mm/0-1,میکرومی دیسیک دیجیتال,58,انواع میکرومتر,high,,rial,,false,,0-25mm/0-1,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-25mm/0-1""}], ""dimensions"": [], ""features"": {""دیجیتال"": true}}",میکرومی دیسیک دیجیتال,لیست قیمت داسکوا 14050212.pdf,line:1298,missing_price
Dasqua | داسکوا,4,4320-2010,میکرومی 1,میکرومی 1,58,انواع میکرومتر,high,,rial,,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",میکرومی ‪1,لیست قیمت داسکوا 14050212.pdf,line:1302,weak_name|missing_price
Dasqua | داسکوا,4,4320-2015,میکرومی 1 — 0-75mm/2-3,میکرومی 1,58,انواع میکرومتر,high,,rial,,false,,0-75mm/2-3,,"{""technical_specs"": [{""key"": ""بازه اندازه‌گیری"", ""value"": ""0-75mm/2-3""}], ""dimensions"": [], ""features"": {}}",میکرومی ‪1,لیست قیمت داسکوا 14050212.pdf,line:1305,missing_price
Dasqua | داسکوا,4,4320-2020,میکرومی 1,میکرومی 1,58,انواع میکرومتر,high,"472,950,000",rial,47295000,false,,,,"{""technical_specs"": [], ""dimensions"": [], ""features"": {}}",میکرومی ‪1,لیست قیمت داسکوا 14050212.pdf,line:1308,weak_name
