product_id,site_sku,current_name,proposed_name,current_short_description_hash,proposed_short_description,current_description_hash,proposed_description,current_specifications_hash,proposed_specifications,current_meta_title,proposed_meta_title,current_meta_description_hash,proposed_meta_description,official_model,official_product_name,official_source_id,official_source_page,official_fact_count,mapping_class,title_class,completeness,priority_class,expected_updated_at
2053,6202-100,پایه ساعت اندیکاتور 100 کیلو گرمی اینسایز (insize) مدل100-6202,پایه ساعت اینسایز مدل 6202-100,aa7a247c6f45987be061603fd3f1cdfb92404480894f5b2436618f4a229f71cc,پایه ساعت اینسایز مدل 6202-100؛ با نیروی نگه‌داری 100kgf.,8245ff2c8f0033028579316cb57440ac8d4be42d84e43c3e88a7832103a3ab15,"پایه ساعت اینسایز با کد 6202-100 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Magnetic Stand در کاتالوگ اینسایز معرفی شده است.
ظرفیت/نیرو: 100kgf.
ابعاد/مشخصه ابعادی: Ø8mm, Ø4mm, 3/8"" DIA.
کاربرد/ویژگی: with fine adjustment.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",7f92430b3be767ea7fd8f6178ef7d57dce4d34fd0fc3ebc68f271cebfad44e2e,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""application"": ""with fine adjustment"", ""dimension"": ""Ø8mm, Ø4mm, 3/8\"" DIA"", ""load"": ""100kgf""}}",پایه ساعت اندیکاتور 100 کیلو گرمی اینسایز (insize) مدل100-6202,پایه ساعت اینسایز 6202-100,aa7a247c6f45987be061603fd3f1cdfb92404480894f5b2436618f4a229f71cc,پایه ساعت اینسایز مدل 6202-100,6202-100,پایه ساعت,insize.catalog.108A,325,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,BLOCKS_CONVERSION,2026-09-07 13:59:21.150469+00
2054,6210-100,پایه ساعت مفصلی مگنتی 100 کیلو گرم اینسایز (Insize) مدل 100-6210,پایه ساعت مفصلی اینسایز مدل 6210-100,2e7691fa173fec02f90da970cd31f6d35199e4dca70bf9d39bf27fba99da8849,پایه ساعت مفصلی اینسایز مدل 6210-100؛ با نیروی نگه‌داری 100kgf.,2bb3356aa6dfaa2c47df07641b4be85f8e42be84b6feb8555283ceae84dc390d,"پایه ساعت مفصلی اینسایز با کد 6210-100 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Universal Magnetic Stands در کاتالوگ اینسایز معرفی شده است.
ظرفیت/نیرو: 100kgf.
ابعاد/مشخصه ابعادی: Ø8mm.
کاربرد/ویژگی: with fine adjustment and dovetail groove.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",ebd914ee7f02152de99a9904cdebd4cc7a5dade04e4ec31cac8fde3dbd4080c5,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""application"": ""with fine adjustment and dovetail groove"", ""dimension"": ""Ø8mm"", ""load"": ""100kgf""}}",پایه ساعت مفصلی مگنتی 100 کیلو گرم اینسایز (Insize) مدل 100-6210,پایه ساعت مفصلی اینسایز 6210-100,2e7691fa173fec02f90da970cd31f6d35199e4dca70bf9d39bf27fba99da8849,پایه ساعت مفصلی اینسایز مدل 6210-100,6210-100,پایه ساعت مفصلی,insize.catalog.108A,323,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2086,7139-100,خط کش نواری 1 متری اینسایز (Insize) مدل 100-7139,خط کش نواری 1متر باریک اینسایز مدل 7139-100,489e57ee28ffcc49dd7ae8479ed05346b77d4886a99c59c819dbb798950c85aa,خط کش نواری 1متر باریک اینسایز مدل 7139-100؛ با محدوده اندازه‌گیری 0-100؛ دقت ±0.4mm.,e19f00f4ad607029790c93ae2b370032c4427591f804c6ef56382122152f9731,"خط کش نواری 1متر باریک اینسایز با کد 7139-100 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Self Adhesive Measuring Rolls در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-100.
دقت: ±0.4mm.
انطباق اعلام‌شده: MI-008 of.
ویژگی مستند در کاتالوگ: Code         Range (L)      Graduation     Accuracy      Type of reading.
ویژگی مستند در کاتالوگ: Nylon coating tape, wear resistance.
ویژگی مستند در کاتالوگ: Accuracy: ±(0.3+0.2L)mm (L is the.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",09c3672868b63fb7d34872d2f6fd275c67c3cc14c2bcf0a6b18485a525339267,"{""authority"": ""official_insize"", ""features"": [""Code         Range (L)      Graduation     Accuracy      Type of reading"", ""Nylon coating tape, wear resistance"", ""Accuracy: ±(0.3+0.2L)mm (L is the""], ""technical_specs"": {""accuracy"": ""±0.4mm"", ""measuring_range"": ""0-100"", ""standard"": ""MI-008 of""}}",خط کش نواری 1 متری اینسایز (Insize) مدل 100-7139,خط کش نواری 1متر باریک اینسایز 7139-100,489e57ee28ffcc49dd7ae8479ed05346b77d4886a99c59c819dbb798950c85aa,خط کش نواری 1متر باریک اینسایز مدل 7139-100 — رنج 0-100 — دقت ±0.4mm,7139-100,خط کش نواری 1متر باریک,insize.catalog.108A,525,6,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2089,7247-150,پرگار مستقیم 15 سانت اینسایز (Insize) مدل 150-7247,پرگار مستقیم 15سانت اینسایز مدل 7247-150,d3127d24629e3f600aa357fed81580849b12839870f26858fa5a1b5279bc1def,پرگار مستقیم 15سانت اینسایز مدل 7247-150؛ با محدوده اندازه‌گیری 0-140mm؛ دقت 7141-2200.,20976ecb16fe9dba88dda5208ea37518b35fc7c724784c5ac712633e450ac9f9,"پرگار مستقیم 15سانت اینسایز با کد 7247-150 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
محدوده اندازه‌گیری اعلام‌شده: 0-140mm.
دقت: 7141-2200.
ویژگی مستند در کاتالوگ: Measure the distance.
ویژگی مستند در کاتالوگ: Made of stainless steel.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",64ece500b53c57e29bc8c7096adee7654d99d516c70ce2f14203c2243decff64,"{""authority"": ""official_insize"", ""features"": [""Measure the distance"", ""Made of stainless steel""], ""technical_specs"": {""accuracy"": ""7141-2200"", ""measuring_range"": ""0-140mm""}}",پرگار مستقیم 15 سانت اینسایز (Insize) مدل 150-7247,پرگار مستقیم 15سانت اینسایز 7247-150,d3127d24629e3f600aa357fed81580849b12839870f26858fa5a1b5279bc1def,پرگار مستقیم 15سانت اینسایز مدل 7247-150 — رنج 0-140mm — دقت 7141-2200,7247-150,پرگار مستقیم 15سانت,insize.catalog.108A,520,4,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2090,7247-200,پرگار مستقیم 20 سانت اینسایز (Insize) مدل 200-7247,پرگار مستقیم 20سانت اینسایز مدل 7247-200,38b41c5b987934edd5f78f34d60f4a78de857bf8e6dc2ecd05c970bf4e562235,پرگار مستقیم 20سانت اینسایز مدل 7247-200؛ با محدوده اندازه‌گیری 0-190mm؛ دقت 7141-2200.,4dd8736c103d72596f84f425292e1ef282fcd3fc61f0955908bee3ee16fadaf6,"پرگار مستقیم 20سانت اینسایز با کد 7247-200 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
محدوده اندازه‌گیری اعلام‌شده: 0-190mm.
دقت: 7141-2200.
ویژگی مستند در کاتالوگ: Measure the distance.
ویژگی مستند در کاتالوگ: Made of stainless steel.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",91fc63991ce762f73347b069683d3fcb158ae9aa8c3ae66e0b275e4acd5e90bd,"{""authority"": ""official_insize"", ""features"": [""Measure the distance"", ""Made of stainless steel""], ""technical_specs"": {""accuracy"": ""7141-2200"", ""measuring_range"": ""0-190mm""}}",پرگار مستقیم 20 سانت اینسایز (Insize) مدل 200-7247,پرگار مستقیم 20سانت اینسایز 7247-200,38b41c5b987934edd5f78f34d60f4a78de857bf8e6dc2ecd05c970bf4e562235,پرگار مستقیم 20سانت اینسایز مدل 7247-200 — رنج 0-190mm — دقت 7141-2200,7247-200,پرگار مستقیم 20سانت,insize.catalog.108A,520,4,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2091,7247-300,پرگار مستقیم 30 سانت اینسایز (Insize) مدل 300-7247,پرگار مستقیم 30سانت اینسایز مدل 7247-300,ba275951f2c7acb031a9473bcd2552994bcac8a43754067d5578905d304aeb0f,پرگار مستقیم 30سانت اینسایز مدل 7247-300؛ با محدوده اندازه‌گیری 0-290mm؛ دقت 7141-2200.,6f41cb777b99a4f4fac55a416306548dc6e32b94afb2361639557f63bf5214c8,"پرگار مستقیم 30سانت اینسایز با کد 7247-300 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
محدوده اندازه‌گیری اعلام‌شده: 0-290mm.
دقت: 7141-2200.
ویژگی مستند در کاتالوگ: Measure the distance.
ویژگی مستند در کاتالوگ: Made of stainless steel.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",1ade1d695132210e7bcdcc7cffb210e3521cf1a150003c213a34b1f20cbdea76,"{""authority"": ""official_insize"", ""features"": [""Measure the distance"", ""Made of stainless steel""], ""technical_specs"": {""accuracy"": ""7141-2200"", ""measuring_range"": ""0-290mm""}}",پرگار مستقیم 30 سانت اینسایز (Insize) مدل 300-7247,پرگار مستقیم 30سانت اینسایز 7247-300,ba275951f2c7acb031a9473bcd2552994bcac8a43754067d5578905d304aeb0f,پرگار مستقیم 30سانت اینسایز مدل 7247-300 — رنج 0-290mm — دقت 7141-2200,7247-300,پرگار مستقیم 30سانت,insize.catalog.108A,520,4,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2101,8602-200,ترازو دیجیتال 0.2 گرم تا 200 گرم اینسایز (Insize) مدل 200-8602,ترازو دیجیتال 0.2گرم تا 200گرم اینسایز مدل 8602-200,7afd6a8bcb5061a462fe85749aec4838c4fa39eb811734b4047b586246a45501,ترازو دیجیتال 0.2گرم تا 200گرم اینسایز مدل 8602-200.,bd438eafa04283cea2d04016aae1a68407e2535da3abe69a0ee63eea28d0ed91,"ترازو دیجیتال 0.2گرم تا 200گرم اینسایز با کد 8602-200 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Weighing Scales (Economic Type) در کاتالوگ اینسایز معرفی شده است.
دمای کاری: -10~40°С.
ابعاد/مشخصه ابعادی: (L×W)                 160×225mm.
ویژگی مستند در کاتالوگ: Automatic power off.
ویژگی مستند در کاتالوگ: Resolution (d)               0.02g.
ویژگی مستند در کاتالوگ: Accuracy (m is load)         60g<m≤100g: ±0.14g; m>100g: ±0.28g.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",7eca32556e0c0cd4b2e60013b949ed0868f7e39b3a8e1a32a218840dfff627cc,"{""authority"": ""official_insize"", ""features"": [""Automatic power off"", ""Resolution (d)               0.02g"", ""Accuracy (m is load)         60g<m≤100g: ±0.14g; m>100g: ±0.28g""], ""technical_specs"": {""dimension"": ""(L×W)                 160×225mm"", ""operating_temperature"": ""-10~40°С""}}",ترازو دیجیتال 0.2 گرم تا 200 گرم اینسایز (Insize) مدل 200-8602,ترازو دیجیتال 0.2گرم تا 200گرم اینسایز 8602-200,7afd6a8bcb5061a462fe85749aec4838c4fa39eb811734b4047b586246a45501,ترازو دیجیتال 0.2گرم تا 200گرم اینسایز مدل 8602-200,8602-200,ترازو دیجیتال 0.2گرم تا 200گرم,insize.catalog.108B,398,5,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2102,9225-405,تاکومتر (دور سنج) اینسایز (Insize) مدل 405-9225,تاکومتر ( دور سنج ) اینسایز مدل 9225-405,7ed2b6afca2c8ab6aa1b85e792e0f304c1a56b7930f8c88228c9de641914a881,تاکومتر ( دور سنج ) اینسایز مدل 9225-405؛ با محدوده اندازه‌گیری 2.5~99999RPM.,0d06039a7b6924c5f9a78cd2cda8e041548e1f484984520cd45d151677b2ef50,"تاکومتر ( دور سنج ) اینسایز با کد 9225-405 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Contact/Non-Contact Tachometer در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 2.5~99999RPM.
تفکیک‌پذیری: 1RPM (range 1000~99999RPM).
ویژگی مستند در کاتالوگ: Can measure rotary speed and line speed.
ویژگی مستند در کاتالوگ: Automatically save the maximum value, minimum value and the last value,.
ویژگی مستند در کاتالوگ: Automatic power off.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",0e3fccbad2e4a35f0b222cacf8f2f0bf5a7c6d726dee1098d497a113f317feeb,"{""authority"": ""official_insize"", ""features"": [""Can measure rotary speed and line speed"", ""Automatically save the maximum value, minimum value and the last value,"", ""Automatic power off""], ""technical_specs"": {""measuring_distance"": ""50~500mm"", ""measuring_range"": ""2.5~99999RPM"", ""measuring_rotary_speed"": ""2.5~99999RPM                          0.5~19999RPM"", ""range______line_speed"": ""—                                     0.05~500m/min"", ""resolution"": ""1RPM (range 1000~99999RPM)"", ""sampling_time"": ""0.6 second (above 100RPM)""}}",تاکومتر (دور سنج) اینسایز (Insize) مدل 405-9225,تاکومتر ( دور سنج ) اینسایز 9225-405,7ed2b6afca2c8ab6aa1b85e792e0f304c1a56b7930f8c88228c9de641914a881,تاکومتر ( دور سنج ) اینسایز مدل 9225-405 — رنج 2.5~99999RPM — رزولوشن 1RPM (range 1000~99999RPM),9225-405,تاکومتر ( دور سنج ),insize.catalog.108B,350,9,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2103,9247-190,مولتی متر هوشمند دیجیتال اینسایز (Insize) مدل 190-9247,مولتی متر هوشمند دیجیتال اینسایز مدل 9247-190,661786c714fe6cc89546f678f602bef82f254c06dfe0c7d3dfb2cd1d9d635f6d,مولتی متر هوشمند دیجیتال اینسایز مدل 9247-190.,6715cd3577d6034fd07481f0cf683a6735191734cb49a2b4829826d4008393a7,"مولتی متر هوشمند دیجیتال اینسایز با کد 9247-190 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Smart Digital Multimeter در کاتالوگ اینسایز معرفی شده است.
وزن: 178g.
ویژگی مستند در کاتالوگ: Automatically identify test modes for.
ویژگی مستند در کاتالوگ: Self-calibration when power on to ensure accuracy.
ویژگی مستند در کاتالوگ: Data hold.
ویژگی مستند در کاتالوگ: Low battery indication.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",a3bb4e8054ec6c5c5b3c2cf45bd37b55bace7b2ab9147264e59b7a64f16b8747,"{""authority"": ""official_insize"", ""features"": [""Automatically identify test modes for"", ""Self-calibration when power on to ensure accuracy"", ""Data hold"", ""Low battery indication"", ""Auto power off""], ""technical_specs"": {""continuity_measurement"": ""<50Ω"", ""diode_measurement"": ""open circuit voltage 2.0V"", ""frequency"": ""100kHz/1000kHz                  0.01kHz/0.1kHz"", ""main_unit"": ""1 pc"", ""power_supply"": ""2×3V CR2032 batteries"", ""test_lead"": ""2 pcs"", ""weight"": ""178g""}}",مولتی متر هوشمند دیجیتال اینسایز (Insize) مدل 190-9247,مولتی متر هوشمند دیجیتال اینسایز 9247-190,661786c714fe6cc89546f678f602bef82f254c06dfe0c7d3dfb2cd1d9d635f6d,مولتی متر هوشمند دیجیتال اینسایز مدل 9247-190,9247-190,مولتی متر هوشمند دیجیتال,insize.catalog.108B,494,12,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2106,9722-250,فاز متر اینسایز (Insize) مدل 250-9722,فاز متر اینسایز مدل 9722-250,99ddc44cd538a3f3b536a0a9f5affe3823fbf0e9b10bcaab014163fff23cda48,فاز متر اینسایز مدل 9722-250.,cb321f5500e3f727787de2841d9f446076ef8a8119e4cad07010f01c4cb37a02,"فاز متر اینسایز با کد 9722-250 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Ac Phase And Voltage Detector در کاتالوگ اینسایز معرفی شده است.
ابعاد/مشخصه ابعادی: 145×Ø15mm.
وزن: 22g.
ویژگی مستند در کاتالوگ: Work without battery.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",082298510d84da7b110e44235e71011a41feb5bde835474de5c5aeed925c5a31,"{""authority"": ""official_insize"", ""features"": [""Work without battery""], ""technical_specs"": {""dimension"": ""145×Ø15mm"", ""neon_lamp_life"": ""30000 times"", ""power_supply"": ""2×1.5V AAA batteries"", ""range"": ""AC: 100-250V"", ""weight"": ""22g""}}",فاز متر اینسایز (Insize) مدل 250-9722,فاز متر اینسایز 9722-250,99ddc44cd538a3f3b536a0a9f5affe3823fbf0e9b10bcaab014163fff23cda48,فاز متر اینسایز مدل 9722-250,9722-250,فاز متر,insize.catalog.108B,499,10,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
2107,9723-400,تستر ولتاژ دیجیتالی اینسایز (Insize) مدل 400-9723,تستر ولتاژ دیجیتالی اینسایز مدل 9723-400,558685793d920bfc91d9ecc5d8a7000008e801bd882739bce84f9b8e8eeea678,تستر ولتاژ دیجیتالی اینسایز مدل 9723-400.,d31d99f4311a206bcae2554dc61200a4b4978fd35a61986ee0a3bf5c458cda7b,"تستر ولتاژ دیجیتالی اینسایز با کد 9723-400 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Ac Phase And Voltage Detector در کاتالوگ اینسایز معرفی شده است.
ابعاد/مشخصه ابعادی: 145×Ø15mm.
وزن: 22g.
ویژگی مستند در کاتالوگ: Low battery indication.
ویژگی مستند در کاتالوگ: Auto power off.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",6177058538bb2aed3e58c9fe031428d19c90c9d834c68a60d2e70f6378e92638,"{""authority"": ""official_insize"", ""features"": [""Low battery indication"", ""Auto power off""], ""technical_specs"": {""dimension"": ""145×Ø15mm"", ""neon_lamp_life"": ""30000 times"", ""power_supply"": ""2×1.5V AAA batteries"", ""range"": ""AC: 100-250V"", ""weight"": ""22g""}}",تستر ولتاژ دیجیتالی اینسایز (Insize) مدل 400-9723,تستر ولتاژ دیجیتالی اینسایز 9723-400,558685793d920bfc91d9ecc5d8a7000008e801bd882739bce84f9b8e8eeea678,تستر ولتاژ دیجیتالی اینسایز مدل 9723-400,9723-400,تستر ولتاژ دیجیتالی,insize.catalog.108B,499,11,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3494,2364-10,ضخامت سنج ساعتی 10 میلی متری اینسایز (Insize) مدل 10-2364,ضخامت سنج ساعتی اینسایز مدل 2364-10,18056b78a8b6df5ed570f60e521ae3fc8a57a4c8436240831f223863e2f0ef45,ضخامت سنج ساعتی اینسایز مدل 2364-10؛ با محدوده اندازه‌گیری 0-10mm؛ دقت ±0.02mm.,8607ef1e94efb7b483a4a2d0599575ed3ebf706560cd372cae8463c7f8ec0549,"ضخامت سنج ساعتی اینسایز با کد 2364-10 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Data Digital Thickness Gauges در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 0-10mm.
دقت: 0.01 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",77ca27a396f192718fd39f4ede3d316c4168bb0893eb5e1f03d01e3615faf3cd,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""measuring_range"": ""0-10mm""}}",ضخامت سنج ساعتی 10 میلی متری اینسایز (Insize) مدل 10-2364,ضخامت سنج ساعتی اینسایز 2364-10,18056b78a8b6df5ed570f60e521ae3fc8a57a4c8436240831f223863e2f0ef45,ضخامت سنج ساعتی اینسایز مدل 2364-10 — رنج 0-10mm — دقت 0.01 mm,2364-10,ضخامت سنج ساعتی,insize.catalog.108A,351,3,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3515,3220-30,میکرومتر اینسایز (Insize) 30-5 میلی متر داخل سنج مدل 30-3220,میکرومتر داخل اینسایز مدل 3220-30,aa1d1949e9d1c1198f52e8b04574352a638b7f43ac2296a7dabd96bd2f680536,میکرومتر داخل 5 اینسایز مدل 3220-30؛ با محدوده اندازه‌گیری 5-30mm؛ دقت 0.01 mm.,4bab73f5757b86ee28f27063dbd72027dc3b3f7b7d22a66176f47044eedc0ff8,"میکرومتر داخل 5 اینسایز با کد 3220-30 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Inside Micrometers در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 5-30mm.
دقت: 0.01 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",c4c0fea5ae4a2c035effff6a636a4df0ccb309fbb89511f541655c1c89b59930,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""measuring_range"": ""5-30mm""}}",میکرومتر اینسایز (Insize) 30-5 میلی متر داخل سنج مدل 30-3220,میکرومتر داخل 5 اینسایز 3220-30,aa1d1949e9d1c1198f52e8b04574352a638b7f43ac2296a7dabd96bd2f680536,میکرومتر داخل 5 اینسایز مدل 3220-30 — رنج 5-30mm — دقت 0.01 mm,3220-30,میکرومتر داخل 5,insize.catalog.108A,212,2,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3522,3220-50,میکرومتر اینسایز (insize) 50-25 میلی متر داخل سنج مدل 50-3220,میکرومتر داخل اینسایز مدل 3220-50,18d0aa2e7db9d0bf60f96a7eaea83af395738964df2b05193890069ad91104da,میکرومتر داخل 25 اینسایز مدل 3220-50؛ با محدوده اندازه‌گیری 25-50mm؛ دقت 27.75.,4c89e7183a2f2a937e452b3bc5d93b4a2b7ec457dd5d8f289142aa657e048c60,"میکرومتر داخل 25 اینسایز با کد 3220-50 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Inside Micrometers در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 25-50mm.
درجه‌بندی: 0.01mm.
دقت: 0.01 mm.
ویژگی مستند در کاتالوگ: Code         Range               Type       Setting ring            Accuracy.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",94ac14cfa926ca85c64af822c6e1c0907eb3c566fae24f1e42b56093242609b2,"{""authority"": ""official_insize"", ""features"": [""Code         Range               Type       Setting ring            Accuracy""], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""graduation"": ""0.01mm"", ""measuring_range"": ""25-50mm""}}",میکرومتر اینسایز (insize) 50-25 میلی متر داخل سنج مدل 50-3220,میکرومتر داخل 25 اینسایز 3220-50,18d0aa2e7db9d0bf60f96a7eaea83af395738964df2b05193890069ad91104da,میکرومتر داخل 25 اینسایز مدل 3220-50 — رنج 25-50mm — دقت 0.01 mm,3220-50,میکرومتر داخل 25,insize.catalog.108A,212,5,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
3524,3220-75,میکرومتر اینسایز (Insize) 75-50 میلی متر داخل سنج مدل 75-3220,میکرومتر داخل اینسایز مدل 3220-75,c7127a9da6f4bd773894e621f9e0d4144a39a6e5436603e14714f5df33d5389d,میکرومتر داخل 50 اینسایز مدل 3220-75؛ با محدوده اندازه‌گیری 50-75mm؛ دقت 0.01 mm.,14da5b1ae618d5c18eb6cdaab898c0a249150a55584934969c72145cfbac3b45,"میکرومتر داخل 50 اینسایز با کد 3220-75 برای کاربردهای صنعتی و کارگاهی عرضه می‌شود.
این مدل در خانواده Inside Micrometers در کاتالوگ اینسایز معرفی شده است.
محدوده اندازه‌گیری اعلام‌شده: 50-75mm.
دقت: 0.01 mm.
جزئیات فنی از کاتالوگ و فهرست محصول اینسایز برای همین کد استخراج شده است.",15b5b6cfad1b72b825367ef62c6c243eb3d41b2b765d70e90957fa3de6521e7b,"{""authority"": ""official_insize"", ""features"": [], ""technical_specs"": {""accuracy"": ""0.01 mm"", ""measuring_range"": ""50-75mm""}}",میکرومتر اینسایز (Insize) 75-50 میلی متر داخل سنج مدل 75-3220,میکرومتر داخل 50 اینسایز 3220-75,c7127a9da6f4bd773894e621f9e0d4144a39a6e5436603e14714f5df33d5389d,میکرومتر داخل 50 اینسایز مدل 3220-75 — رنج 50-75mm — دقت 0.01 mm,3220-75,میکرومتر داخل 50,insize.catalog.108A,212,2,EXACT_SKU_AND_MODEL,SAFE_IDENTITY_CORRECTION,OFFICIAL_REBUILD_READY,QUALITY_IMPROVEMENT,2026-09-07 13:59:21.150469+00
